2019-10-26 15:43:57,"b'RT @santaclarita: TICK FIRE REPOPULATION: At 8am, ALL mandatory evacuation orders will be lifted WITH THE EXCEPTION OF Baker Canyon Rd from\xe2\x80\xa6'"
2019-10-26 15:43:46,"b'RT @santaclarita: TICK FIRE REPOPULATION: At 8am, ALL mandatory evacuation orders will be lifted WITH THE EXCEPTION OF Baker Canyon Rd from\xe2\x80\xa6'"
2019-10-26 15:43:07,"b'RT @santaclarita: TICK FIRE REPOPULATION: At 8am, ALL mandatory evacuation orders will be lifted WITH THE EXCEPTION OF Baker Canyon Rd from\xe2\x80\xa6'"
2019-10-26 15:42:52,"b'RT @santaclarita: TICK FIRE REPOPULATION: At 8am, ALL mandatory evacuation orders will be lifted WITH THE EXCEPTION OF Baker Canyon Rd from\xe2\x80\xa6'"
2019-10-26 15:40:11,"b'RT @santaclarita: TICK FIRE REPOPULATION: At 8am, ALL mandatory evacuation orders will be lifted WITH THE EXCEPTION OF Baker Canyon Rd from\xe2\x80\xa6'"
2019-10-26 15:38:02,"b'RT @santaclarita: TICK FIRE REPOPULATION: At 8am, ALL mandatory evacuation orders will be lifted WITH THE EXCEPTION OF Baker Canyon Rd from\xe2\x80\xa6'"
2019-10-26 15:36:55,"b'RT @santaclarita: TICK FIRE REPOPULATION: At 8am, ALL mandatory evacuation orders will be lifted WITH THE EXCEPTION OF Baker Canyon Rd from\xe2\x80\xa6'"
2019-10-26 15:36:37,"b""RT @duggouts9: @sclinton60 @Avid_Maddow_Fan We're in Santa Clarita (Tick Fire) and were told we will be evacuated soon. We have all importa\xe2\x80\xa6"""
2019-10-26 15:35:33,"b'RT @santaclarita: TICK FIRE REPOPULATION: At 8am, ALL mandatory evacuation orders will be lifted WITH THE EXCEPTION OF Baker Canyon Rd from\xe2\x80\xa6'"
2019-10-26 15:34:33,b'Tick Fire: Saturday\xc2\xa0Update https://t.co/3D9YSrerE6 https://t.co/EKqhqVlkT4'
2019-10-26 15:34:32,b'RT @SCVSHERIFF: #TickFire ***IS THIS YOUR DOG??*** Rescued by deputy from fire on Husk Ave. Pup is safe and has been taken to Castaic Anima\xe2\x80\xa6'
2019-10-26 15:29:34,"b'RT @santaclarita: TICK FIRE REPOPULATION: At 8am, ALL mandatory evacuation orders will be lifted WITH THE EXCEPTION OF Baker Canyon Rd from\xe2\x80\xa6'"
2019-10-26 15:29:27,"b'RT @santaclarita: TICK FIRE REPOPULATION: At 8am, ALL mandatory evacuation orders will be lifted WITH THE EXCEPTION OF Baker Canyon Rd from\xe2\x80\xa6'"
2019-10-26 15:27:55,"b'RT @santaclarita: TICK FIRE REPOPULATION: At 8am, ALL mandatory evacuation orders will be lifted WITH THE EXCEPTION OF Baker Canyon Rd from\xe2\x80\xa6'"
2019-10-26 15:27:39,"b'RT @santaclarita: TICK FIRE REPOPULATION: At 8am, ALL mandatory evacuation orders will be lifted WITH THE EXCEPTION OF Baker Canyon Rd from\xe2\x80\xa6'"
2019-10-26 15:25:24,"b'RT @santaclarita: TICK FIRE REPOPULATION: At 8am, ALL mandatory evacuation orders will be lifted WITH THE EXCEPTION OF Baker Canyon Rd from\xe2\x80\xa6'"
2019-10-26 15:23:52,b'RT @SCVSHERIFF: #TickFire ***IS THIS YOUR DOG??*** Rescued by deputy from fire on Husk Ave. Pup is safe and has been taken to Castaic Anima\xe2\x80\xa6'
2019-10-26 15:14:20,"b'RT @santaclarita: TICK FIRE REPOPULATION: At 8am, ALL mandatory evacuation orders will be lifted WITH THE EXCEPTION OF Baker Canyon Rd from\xe2\x80\xa6'"
